canonical_path,relative_to_project,bytes,extension,included_in_handoff,reason
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\06_ZNUNU_HT_EXTENSION_PLAN.md,outputs_remote_opq_sm_background_build\reports\06_ZNUNU_HT_EXTENSION_PLAN.md,5971,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\07_TTJETS_EXTENSION_PLAN.md,outputs_remote_opq_sm_background_build\reports\07_TTJETS_EXTENSION_PLAN.md,3602,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\08_TOP_ASSOCIATED_EXTENSION_PLAN.md,outputs_remote_opq_sm_background_build\reports\08_TOP_ASSOCIATED_EXTENSION_PLAN.md,5724,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\09_EXACT_GENFILTER_SUMWEIGHT_FILE_PLAN.md,outputs_remote_opq_sm_background_build\reports\09_EXACT_GENFILTER_SUMWEIGHT_FILE_PLAN.md,2733,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\10_EXACT_HYBRID_SM_NORMALISATION_TIER_AUDIT.md,outputs_remote_opq_sm_background_build\reports\10_EXACT_HYBRID_SM_NORMALISATION_TIER_AUDIT.md,8445,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\01_remote_sm_record_metadata.csv,outputs_remote_opq_sm_background_build\tables\01_remote_sm_record_metadata.csv,9665,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\02_remote_sm_distributed_file_manifest.csv,outputs_remote_opq_sm_background_build\tables\02_remote_sm_distributed_file_manifest.csv,11532,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\03_remote_sm_extraction_ledger.csv,outputs_remote_opq_sm_background_build\tables\03_remote_sm_extraction_ledger.csv,8907,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\04_remote_sm_generator_weight_audit.csv,outputs_remote_opq_sm_background_build\tables\04_remote_sm_generator_weight_audit.csv,3993,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\05_remote_sm_coverage_summary.csv,outputs_remote_opq_sm_background_build\tables\05_remote_sm_coverage_summary.csv,268,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\06_remote_sm_opq_shape_summary.csv,outputs_remote_opq_sm_background_build\tables\06_remote_sm_opq_shape_summary.csv,4583,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\07_remote_sm_opq_shape_scored_events.csv,outputs_remote_opq_sm_background_build\tables\07_remote_sm_opq_shape_scored_events.csv,66382212,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\08_remote_sm_normalisation_tiers.csv,outputs_remote_opq_sm_background_build\tables\08_remote_sm_normalisation_tiers.csv,3561,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\09_cern_record_sumweight_field_search.csv,outputs_remote_opq_sm_background_build\tables\09_cern_record_sumweight_field_search.csv,2,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\10_znunu_ht_extension_records.csv,outputs_remote_opq_sm_background_build\tables\10_znunu_ht_extension_records.csv,3247,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\11_top_extension_records.csv,outputs_remote_opq_sm_background_build\tables\11_top_extension_records.csv,1606,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\12_top_associated_search_records.csv,outputs_remote_opq_sm_background_build\tables\12_top_associated_search_records.csv,779,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\13_top_associated_extension_records.csv,outputs_remote_opq_sm_background_build\tables\13_top_associated_extension_records.csv,1942,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\14_exact_genfilter_sumweight_file_plan.csv,outputs_remote_opq_sm_background_build\tables\14_exact_genfilter_sumweight_file_plan.csv,766605,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\15_exact_genfilter_sumweight_file_plan_summary.csv,outputs_remote_opq_sm_background_build\tables\15_exact_genfilter_sumweight_file_plan_summary.csv,772,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\16_exact_genfilter_sumweights_resumable.csv,outputs_remote_opq_sm_background_build\tables\16_exact_genfilter_sumweights_resumable.csv,128752,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\17_exact_hybrid_sm_normalisation_tiers.csv,outputs_remote_opq_sm_background_build\tables\17_exact_hybrid_sm_normalisation_tiers.csv,6134,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\tables\18_exact_hybrid_sm_normalisation_tier_summary.csv,outputs_remote_opq_sm_background_build\tables\18_exact_hybrid_sm_normalisation_tier_summary.csv,370,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
